问答对,answer,#1问句类型,#1领域类型,#1语义类型,#2问句类型,#2领域类型,#2语义类型
达沃斯吸引了来自世界各地滑雪爱好者，其运输设施将滑雪者带往该地区的多少个滑雪场，在310公里的滑雪坡道上有50个登山吊车？,5,How,Competition,Calculation,NA,NA,NA
格施塔德观景台的舒适山区餐馆，多少处有冰壶、滑冰等冬季项目的设施？,40多处,How,Competition,Calculation,NA,NA,NA
采尔马特的雪场有多少条上山缆车、索道及火车线覆盖着394公里的雪道（含通往意大利的雪道）？,74,How,Competition,Calculation,NA,NA,NA
萨斯费位于众多多少米山脉的怀抱中，那里有不同风格的旅馆、餐厅及娱乐设施？,4000,How,Competition,Calculation,NA,NA,NA
维毕尔滑雪场从山脚到山顶滑道，往往得换上二、三趟缆车才到达，一趟滑下来就是好几公里，而维毕尔的最长滑道，就超过多少公里以上，最短的滑道也长达1公里？,8,How,Competition,Calculation,NA,NA,NA
维毕尔滑雪场由于树林极少，多少公尺以上又多岩石，当积雪深厚，岩石深埋在雪堆下，就成了天然的滑雪道，也使雪场拥有极佳的视野和宽阔的滑道？,1000,How,Competition,Calculation,NA,NA,NA
田国俊的中文名怎么称呼？,田国俊,How,Competition,Factoid,NA,NA,NA
田国俊的运动项目哪项？,速度滑冰,Which,Competition,Factoid,NA,NA,NA
2016年1月23日，第13届全国冬季运动会速度滑冰男子1500米决赛在新疆冬季运动管理中心速滑馆进行，牡丹江市代表队选手田国俊以1分49秒04的成绩获得了第几名？,第四名,Which,Competition,Factoid,NA,NA,NA
在第几届全国冬季运动会速度滑冰男子1500米决赛上，以1分49秒04的成绩获得了第四名？,第十三届,Which,Competition,Factoid,NA,NA,NA
2016年1月23日，第13届全国冬季运动会速度滑冰男子1500米决赛在新疆冬季运动管理中心速滑馆进行，牡丹江市代表队选手田国俊以多少的成绩获得第四名？,1分49秒04,How,Competition,Calculation,NA,NA,NA
申可的中文名怎么称呼？,申可,How,Competition,Factoid,NA,NA,NA
申可的国籍是哪？,中国,Where,Competition,Factoid,NA,NA,NA
申可的运动项目是哪项？,雪车,Which,Competition,Factoid,NA,NA,NA
谁公布了雪车和钢架雪车项目获得了平昌冬奥会的资格配额，中国雪车和钢架雪车队取得突破？,国际雪车联合会,Who,Competition,Factoid,NA,NA,NA
盐湖城的中文名称怎么称呼？,盐湖城,How,Competition,Factoid,NA,NA,NA
盐湖城的别名怎么称呼？,TheBeehiveState,How,Competition,Factoid,NA,NA,NA
盐湖城的下辖地区是哪？,盐湖县,Where,Competition,Factoid,NA,NA,NA
盐湖城的地理位置是在哪？,美国西部,Where,Competition,Factoid,NA,NA,NA
盐湖城的人口有多少万？,19万,How,Competition,Calculation,NA,NA,NA
盐湖城的外文怎么称呼？,SaltLakeCity,How,Competition,Factoid,NA,NA,NA
盐湖城的所属地区是哪？,美国犹他州,Where,Competition,Factoid,NA,NA,NA
盐湖城的面积是多少平方公里？,285.9平方公里,How,Competition,Calculation,NA,NA,NA
盐湖城每当哪个季节，有很多人到这里来戏水，湖滨还设有一座制盐厂？,夏季,Which,Competition,Factoid,NA,NA,NA
大盐湖湖水中含有多少种矿物质和微量元素，具有天然杀菌效果，当地的印第安人用湖水和湖边的青草，树叶治病疗伤，把大盐湖视作圣湖？,76种,How,Competition,Calculation,NA,NA,NA
盐湖城全城有多少%的人口是摩门教徒，所以市容相当整洁，甚至连犯罪率都相当低？,56%,How,Competition,Calculation,NA,NA,NA
盐湖城大礼拜堂里有八千个座位，站席可以容纳多少人？,1万20人,How,Competition,Calculation,NA,NA,NA
盐湖城大礼拜堂的唱诗台上有一架号称全世界最大的管风琴，由大小不一的多少支管子组成？,11000,How,Competition,Calculation,NA,NA,NA
大提顿国家公园占地多少万英亩？,31万,How,Competition,Calculation,NA,NA,NA
大提顿国家公园的沼泽区是有名的鸟类栖息地，有多少种鸟类？,200多种,How,Competition,Calculation,NA,NA,NA
盐湖城平均有多少天的最高气温低于0？,26天,How,Competition,Calculation,NA,NA,NA
盐湖城每年至少5天气温至少38，23天高于35，56天高于多少度？,32度,How,Competition,Calculation,NA,NA,NA
"盐湖城根据2010年美国最新的人口普查统计，该市人口为276,367人，占犹他州的8.1%，盐湖县的20.2%，盐湖城都市区的多少%？",13.60%,How,Competition,Calculation,NA,NA,NA
盐湖城独居老人(65岁以上)占所有家庭的多少%？,9.70%,How,Competition,Calculation,NA,NA,NA
在盐湖城参与报道第十九届赛会的新闻记者共有多少人？,8730名，其中文字记者2661名，广播记者6069名,How,Competition,Calculation,NA,NA,NA
第十九届盐湖城冬奥会王春露，夺取了冠军，为中国获得了第几枚冬奥会金牌？,第一枚,How,Competition,Calculation,NA,NA,NA
为什么盐湖城市容相当整洁，甚至连犯罪率都相当低？,因为全城有56%的人口是摩门教徒,Why,Competition,Descriptive,NA,NA,NA
盐湖城比赛受到了争议。多少年发现一宗丑闻？,1998,When,Competition,Factoid,NA,NA,NA
盐湖城约旦河，海拔多少米？,1295,How,Competition,Calculation,NA,NA,NA
盐湖城摩门教的主要中心，壮丽的摩门教总寺院为城市象征。多少年随铁路的到达而兴起？,1870,When,Competition,Factoid,NA,NA,NA
盐湖城这里多少年改为主教馆？,1918,When,Competition,Factoid,NA,NA,NA
盐湖城降雪平均从11月6日到4月18日，平均总降雪160厘米，而盐湖城附近的分水岭山区平均的积雪量高度可达多少厘米？,1270,How,Competition,Calculation,NA,NA,NA
盐湖城每年的无雪期间大约从4月30日到10月15日，共多少天？,167,How,Competition,Calculation,NA,NA,NA
盐湖城通常大约在3月多少日之前都还会一直有一定规模的降雪？,18,How,Competition,Calculation,NA,NA,NA
盐湖城通常在11月初出现第一次降雪，不过亦曾在多少月上旬发生？,9,How,Competition,Calculation,NA,NA,NA
盐湖城都市圈的其他地区，盐湖城的人口密度较高，为每平方公里多少人？,643.3,How,Competition,Calculation,NA,NA,NA
盐湖城冬奥会中国此次共派出了多少名运动员参赛？,72,How,Competition,Calculation,NA,NA,NA
盐湖城城市的人口在多少世纪初开始缓慢？,20,When,Competition,Factoid,NA,NA,NA
盐湖城这座城市建成后，居住几乎全都是摩门教徒，直到多少年，横穿大路的铁路才带进大批外来者？,1869,When,Competition,Factoid,NA,NA,NA
大提顿国家公园位于美国怀俄明州西北部的冰川山区，多少年建成，是盐湖城旅游线路中的经典去处？,1929,When,Competition,Factoid,NA,NA,NA
淘金客在多少世纪60年代意外发现盐湖城孕藏丰富矿产，这处不毛之地顿时摇身为富庶之城？,19,When,Competition,Factoid,NA,NA,NA
盐湖城同北京的时差为多少个小时（向后推）？,15,How,Competition,Calculation,NA,NA,NA
"盐湖城降雪平均从多少月6日到4月18日，平均总降雪160厘米，而盐湖城附近的分水岭山区平均的积雪量高度可达1,270厘米？",11,When,Competition,Factoid,NA,NA,NA
盐湖城每年的无雪期间大约从多少月30日到10月15日，共167天？,4,When,Competition,Factoid,NA,NA,NA
盐湖城大湖效应也会影响一些暴风雨的产生，盐湖城每年大约有多少%的降水量是由大湖效应所贡献的？,10,When,Competition,Factoid,NA,NA,NA
盐湖城通常大约在多少月18日之前都还会一直有一定规模的降雪？,3,When,Competition,Factoid,NA,NA,NA
盐湖城雨季从多少月中旬到9月开始，会产生局部而且强烈的雷暴？,7,When,Competition,Factoid,NA,NA,NA
盐湖城通常在多少月初出现第一次降雪，不过亦曾在9月上旬发生？,11,When,Competition,Factoid,NA,NA,NA
盐湖城都市圈有多少个家庭，当中有18岁以下孩子的占27.0%，41.1%是同住的已婚夫妇，10.2%的家庭主妇没有丈夫，44.3%不与家人同住？,71461,How,Competition,Calculation,NA,NA,NA
短道速滑世界锦标赛的中文名称怎么称呼？,短道速滑世界锦标赛,How,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛的举行时间是什么时间？,每年三月或四月,When,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛的举办单位是哪？,国际滑冰总会,Where,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛接力赛中，每队有多少位运动员？,4位,How,Competition,Calculation,NA,NA,NA
世界短道速滑锦标赛于哪年正式开始，之前举办的几届也在稍后获得了认可？,1981年,When,Competition,Factoid,Who,Competition,Factoid
短道速滑世界锦标赛比赛项目分为哪些？,各距离单项、接力和全能,Which,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛不论任何小项，其规则大致相同，比赛时一般以多少位运动员为一组，在长111.12米，宽度不得少于100米、多于125米的椭圆形滑道滑行？,四位或六位运动员,How,Competition,Calculation,NA,NA,NA
短道速滑世界锦标赛国际滑冰总会于1967年接收短道速滑为比赛项目，但是直到多少年才开始组织国际比赛？,1976,When,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛男子全能、500米、1000米、1500米、3000米、5000米接力；女子全能、500米、1000米、1500米、3000米、多少米接力？,3000,Which,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛比赛在长111.12米，宽度不得少于100米、多于多少米的椭圆形滑道滑行？,125,How,Competition,Calculation,NA,NA,NA
短道速滑世界锦标赛在5000米接力赛中，四位运动员共滑行45圈，而在3000米接力赛中，共滑行多少圈？,27,Who,Competition,Factoid,How,Competition,Calculation
短道速滑世界锦标赛鹿特丹收官，中国队在女子3000米接力决赛中力克东道主，重夺阔别多少年之久的接力金牌？,3,How,Competition,Calculation,NA,NA,NA
短道速滑世界锦标赛国际滑冰总会于多少年接收短道速滑为比赛项目，但是直到1976年才开始组织国际比赛？,1967,When,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛女子全能、多少米、1000米、1500米、3000米、3000米接力？,500,Which,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛比赛在长多少米，宽度不得少于100米、多于125米的椭圆形滑道滑行？,111.12,How,Competition,Calculation,NA,NA,NA
短道速滑世界锦标赛在多少米接力赛中，四位运动员共滑行45圈，而在3000米接力赛中，共滑行27圈？,5000,Which,Competition,Factoid,NA,NA,NA
短道速滑世界锦标赛鹿特丹收官，中国队在女子多少米接力决赛中力克东道主，重夺阔别3年之久的接力金牌？,3000,Which,Competition,Factoid,NA,NA,NA
空中滑雪当“滑雪者”降到离地面多少米高度的时候，他们会打开降落伞？,1000,Who,Competition,Factoid,How,Competition,Calculation
第10届冬奥会的中文名称怎么称呼？,第10届冬奥会,How,Competition,Factoid,NA,NA,NA
第10届冬奥会的主办国和城市在哪？,法国格勒诺布尔,Where,Competition,Factoid,NA,NA,NA
第10届冬奥会挪威有冰雪王国之称，谁和谁分获男子15公里和50公里桂冠，他们还在男女两个接力项目中取胜，共获4枚金牌？,哈-格隆宁根和奥-埃勒夫萨特,Who,Competition,Factoid,NA,NA,NA
第10届冬奥会冰球比赛共有14个队参加，谁获冠军？,前苏联,Who,Competition,Factoid,NA,NA,NA
第10届冬奥会冬季奥林匹克运动奥于1968年2月6日至多少日在法国格勒诺布尔举行？,18,When,Competition,Factoid,NA,NA,NA
第10届冬奥会格勒诺布尔是法国东南部一座古老的城市，它的历史可远溯古罗马时期，9世纪时被阿拉伯人占据，多少年归属法国？,1349,When,Competition,Factoid,NA,NA,NA
第10届冬奥会开幕式时，在速滑比赛中，前联邦德国的艾-克勒获500米冠军、荷兰的科-维克尔克在1500米夺冠、瑞典的约-霍格林在10000米中获胜、挪威的弗-安-迈耶尔获多少米金牌？,5000,Which,Competition,Factoid,NA,NA,NA
第10届冬奥会许多名将连连失利，如老将叶-格里申只在500米比赛中获第四名，上届囊括全部女子速滑金牌的利-斯科布利娃这次却接连失利，仅在多少米比赛中得了第六名？,3000,Which,Competition,Factoid,NA,NA,NA
第10届冬奥会1968年，第十届冬奥会在法国格勒诺布尔举行，共有37个国家和地区的1158名运动员参与6个大项、多少个小项的角逐？,35,How,Competition,Calculation,NA,NA,NA
第10届冬奥会格勒诺布尔是法国东南部一座古老的城市，它的历史可远溯古罗马时期，多少世纪时被阿拉伯人占据，1349年归属法国？,9,When,Competition,Factoid,NA,NA,NA
第10届冬奥会开幕式时，在速滑比赛中，前联邦德国的艾-克勒获多少米冠军、荷兰的科-维克尔克在1500米夺冠、瑞典的约-霍格林在10000米中获胜、挪威的弗-安-迈耶尔获5000米金牌？,500,Which,Competition,Factoid,NA,NA,NA
第10届冬奥会许多名将连连失利，如老将叶-格里申只在多少米比赛中获第四名，上届囊括全部女子速滑金牌的利-斯科布利娃这次却接连失利，仅在3000米比赛中得了第六名？,500,Which,Competition,Factoid,NA,NA,NA
第10届冬奥会萨特分获男子多少公里和50公里桂冠，他们还在男女两个接力项目中取胜，共获4枚金牌？,15,Which,Competition,Factoid,NA,NA,NA
第10届格勒诺布尔冬奥会首次参加的国家有谁？,摩洛哥,Who,Competition,Factoid,NA,NA,NA
第10届格勒诺布尔冬奥会开幕式非常隆重热烈，约有多少万名来自世界各地的观众出席？,7万,How,Competition,Calculation,NA,NA,NA
第10届格勒诺布尔冬奥会有舵雪橇男子双座和4人座，意大利1队战胜了所有对手，几次夺魁？,2次,How,Competition,Calculation,NA,NA,NA
第10届格勒诺布尔冬奥会吉洪诺夫因脱靶被罚了两分钟时间，结果成绩反比对手差，届居亚军，索尔伯格获得了第几名？,第一名,Which,Competition,Factoid,NA,NA,NA
第10届格勒诺布尔冬奥会奥地利曼施密德、意大利埃莱希内分获男女单座冠军，民主德国获得了男子双座第几名？,第一名,Which,Competition,Factoid,NA,NA,NA
